scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
corporate-gifts,alt_brand_freshnrebel,corporate-gifts | alt_brand_freshnrebel,,A blue speaker clipped to a pair of trousers,Een blauwe speaker vastgeklikt aan een broek,Une enceinte bleue accrochée à un pantalon,Ein blauer Lautsprecher an einer Hose befestigt,Un altavoz azul enganchado a un pantalón,Uno speaker blu agganciato a un pantalone,,
corporate-gifts,alt_brand_jbl,corporate-gifts | alt_brand_jbl,,A finger pressing the top of a JBL speaker,Een vinger die op de bovenkant van een JBL-speaker drukt,Un doigt appuyant sur le dessus d'une enceinte JBL,Ein Finger drückt auf die Oberseite eines JBL-Lautsprechers,Un dedo presionando la parte superior de un altavoz JBL,Un dito che premo la parte superiore di uno speaker JBL,,
corporate-gifts,alt_brand_sony,corporate-gifts | alt_brand_sony,,A Sony speaker held in one hand outdoors,"Een Sony-speaker in één hand, buiten",Une enceinte Sony tenue d'une main en extérieur,Ein Sony-Lautsprecher in einer Hand im Freien,Un altavoz Sony sostenido con una mano al aire libre,Uno speaker Sony tenuto in una mano all'aperto,,
corporate-gifts,block.body,corporate-gifts | block.body,,The catalogue is a starting point. Tell our team what you have in mind and they will source it and come back with a price.,"De catalogus is een startpunt. Vertel ons team wat je in gedachten hebt, dan zoeken zij het en komen ze terug met een prijs.",Le catalogue est un point de départ. Dites à notre équipe ce que vous avez en tête : elle le sourcera et reviendra avec un prix.,"Der Katalog ist ein Ausgangspunkt. Sagen Sie unserem Team, was Ihnen vorschwebt, dann beschaffen wir es und melden uns mit einem Preis.",El catálogo es un punto de partida. Cuéntale a nuestro equipo qué tienes en mente y lo buscarán y volverán con un precio.,Il catalogo è un punto di partenza. Racconta al nostro team cosa hai in mente: lo troveranno e torneranno con un prezzo.,,
corporate-gifts,block.title,corporate-gifts | block.title,,"If we do not list it, we can still find it","Staat het er niet bij, dan vinden we het alsnog","Si ce n'est pas au catalogue, nous pouvons le trouver","Wenn es nicht im Katalog steht, finden wir es trotzdem","Si no está en el catálogo, podemos encontrarlo igualmente","Se non è a catalogo, possiamo comunque trovarlo",,
corporate-gifts,body.Canvas Tote Bags,corporate-gifts | body.Canvas Tote Bags,,"The one giveaway people keep using. Cotton, your logo on the side, and cheap enough per bag to hand out at a stand without counting them.","Het enige weggeefartikel dat mensen blijven gebruiken. Katoen, je logo op de zijkant, en per tas goedkoop genoeg om op een stand uit te delen zonder te tellen.","Le seul cadeau que les gens continuent d'utiliser. Coton, votre logo sur le côté, et assez peu cher à l'unité pour en distribuer sur un stand sans compter.","Das eine Werbegeschenk, das weiter benutzt wird. Baumwolle, Ihr Logo auf der Seite, und pro Tasche günstig genug, um sie am Stand zu verteilen, ohne zu zählen.","El único regalo que la gente sigue usando. Algodón, tu logo en el lateral, y lo bastante barata por unidad como para repartirlas en un stand sin contarlas.","L'unico gadget che le persone continuano a usare. Cotone, il tuo logo sul lato, e abbastanza economica da distribuirla a uno stand senza contarle.",,
corporate-gifts,body.Pens,corporate-gifts | body.Pens,,Still the thing that ends up in a drawer and gets used for a year. Hundreds of them for about the price of a small print run.,Nog altijd het ding dat in een la belandt en een jaar lang wordt gebruikt. Honderden stuks voor ongeveer de prijs van een kleine drukoplage.,Toujours l'objet qui finit dans un tiroir et sert pendant un an. Des centaines pour à peu près le prix d'un petit tirage.,"Immer noch das Ding, das in einer Schublade landet und ein Jahr lang benutzt wird. Hunderte davon für etwa den Preis einer kleinen Druckauflage.",Sigue siendo lo que acaba en un cajón y se usa durante un año. Cientos de ellos por más o menos el precio de una tirada pequeña.,È ancora la cosa che finisce in un cassetto e viene usata per un anno. Centinaia di pezzi per più o meno il prezzo di una piccola tiratura.,,
corporate-gifts,brands.eyebrow,corporate-gifts | brands.eyebrow,,BRANDS WE CARRY,MERKEN DIE WIJ VOEREN,LES MARQUES QUE NOUS PROPOSONS,MARKEN IN UNSEREM SORTIMENT,MARCAS QUE TRABAJAMOS,I MARCHI CHE TRATTIAMO,,
corporate-gifts,brands.h,corporate-gifts | brands.h,,Your logo on a name they already know,Je logo op een naam die ze al kennen,Votre logo sur un nom qu'ils connaissent déjà,"Ihr Logo auf einem Namen, den man kennt",Tu logo en un nombre que ya conocen,Il tuo logo su un nome che già conoscono,,
corporate-gifts,brands.link,corporate-gifts | brands.link,,See all brands,Bekijk alle merken,Voir toutes les marques,Alle Marken ansehen,Ver todas las marcas,Vedi tutti i marchi,,
corporate-gifts,brands.sub,corporate-gifts | brands.sub,,"We personalise premium brands as well as our own ranges. Same file, same process.","Wij personaliseren premium merken naast onze eigen assortimenten. Zelfde bestand, zelfde proces.","Nous personnalisons des marques premium comme nos propres gammes. Même fichier, même processus.","Wir veredeln Premium-Marken genauso wie unsere eigenen Sortimente. Gleiche Datei, gleicher Ablauf.","Personalizamos marcas premium además de nuestras propias gamas. Mismo archivo, mismo proceso.","Personalizziamo marchi premium oltre alle nostre linee. Stesso file, stesso processo.",,
corporate-gifts,eyebrow,corporate-gifts | small green line above the headline,,CORPORATE GIFTS,RELATIEGESCHENKEN,CADEAUX D'ENTREPRISE,WERBEGESCHENKE,REGALOS DE EMPRESA,REGALI AZIENDALI,,
corporate-gifts,grid_h,corporate-gifts | grid_h,,More in Corporate Gifts,Meer in Relatiegeschenken,Plus en Cadeaux d'entreprise,Mehr in Werbegeschenke,Más en Regalos de empresa,Altro in Regali aziendali,,
corporate-gifts,grid_sub,corporate-gifts | grid_sub,,Two more that people keep on a desk rather than throw away.,Nog twee die mensen op hun bureau houden in plaats van weggooien.,Deux autres que l'on garde sur un bureau plutôt que de jeter.,"Zwei weitere, die auf dem Schreibtisch bleiben statt im Müll zu landen.",Dos más que la gente deja en el escritorio en vez de tirar.,Altri due che la gente tiene sulla scrivania invece di buttare.,,
corporate-gifts,h1,corporate-gifts | main headline,,Something to hand out at the next event?,Iets om uit te delen op het volgende evenement?,Quelque chose à distribuer au prochain événement ?,Etwas zum Verteilen beim nächsten Event?,¿Algo para repartir en el próximo evento?,Qualcosa da distribuire al prossimo evento?,,
corporate-gifts,hero_alt,corporate-gifts | hero_alt,,"A branded power bank, water bottle and notebook on a desk","Een bedrukte powerbank, drinkfles en notitieboek op een bureau","Une batterie externe, une gourde et un carnet personnalisés sur un bureau","Eine bedruckte Powerbank, Trinkflasche und ein Notizbuch auf einem Schreibtisch","Una batería externa, una botella y una libreta personalizadas sobre un escritorio","Un power bank, una borraccia e un taccuino personalizzati su una scrivania",,
corporate-gifts,pre,corporate-gifts | hidden preheader - the inbox snippet,,Things that stay in use long after a flyer is in the bin.,Dingen die nog gebruikt worden lang nadat een flyer in de prullenbak ligt.,Des objets qui servent encore longtemps après qu'un flyer a fini à la poubelle.,"Dinge, die noch benutzt werden, lange nachdem ein Flyer im Papierkorb liegt.",Cosas que se siguen usando mucho después de que un flyer acabe en la papelera.,Cose che restano in uso molto dopo che un volantino è finito nel cestino.,,
corporate-gifts,sect_h,corporate-gifts | section heading,,Where most gift orders start,Waar de meeste geschenkbestellingen beginnen,Par où commencent la plupart des commandes de cadeaux,Womit die meisten Geschenkbestellungen anfangen,Por dónde empiezan la mayoría de los pedidos de regalos,Da dove parte la maggior parte degli ordini di regali,,
corporate-gifts,sect_sub,corporate-gifts | line under the section heading,,"The two that get handed out most, and kept longest.","De twee die het vaakst worden uitgedeeld, en het langst worden bewaard.","Les deux que l'on distribue le plus, et que l'on garde le plus longtemps.","Die zwei, die am häufigsten verteilt und am längsten behalten werden.","Los dos que más se reparten, y los que más tiempo se guardan.",I due che si distribuiscono di più e si tengono più a lungo.,,
corporate-gifts,sub,corporate-gifts | line under the headline,,The things that stay in use long after a flyer is in the bin.,De dingen die nog gebruikt worden lang nadat een flyer in de prullenbak ligt.,Les objets qui servent encore longtemps après qu'un flyer a fini à la poubelle.,"Die Dinge, die noch benutzt werden, lange nachdem ein Flyer im Papierkorb liegt.",Las cosas que se siguen usando mucho después de que un flyer acabe en la papelera.,Le cose che restano in uso molto dopo che un volantino è finito nel cestino.,,
flow-browse,pre.brw1,SUBJECTS + PREVIEWS - Browse Abandonment (Klaviyo flow) | PREVIEW browse +1h,,"Change the quantity and the price moves with it. You see the full total, with VAT and delivery, before you pay.","Pas het aantal aan en de prijs beweegt mee. Je ziet het complete totaal, met btw en verzending, voordat je betaalt.","Modifiez la quantité et le prix suit. Vous voyez le total complet, TVA et livraison comprises, avant de payer.","Ändern Sie die Menge und der Preis passt sich an. Sie sehen den Gesamtbetrag inklusive MwSt. und Versand, bevor Sie bezahlen.","Cambia la cantidad y el precio se ajusta. Ves el total completo, con IVA y envío, antes de pagar.","Cambia la quantità e il prezzo si adegua. Vedi il totale completo, IVA e spedizione incluse, prima di pagare.",,
flow-browse,pre.brw2,SUBJECTS + PREVIEWS - Browse Abandonment (Klaviyo flow) | PREVIEW browse +24h,,Order now and send your file later. Nothing goes on press until it has been checked.,Bestel nu en stuur je bestand later. Niets gaat naar de pers voordat het is gecontroleerd.,Commandez maintenant et envoyez votre fichier plus tard. Rien ne part à l'impression avant d'avoir été vérifié.,"Jetzt bestellen und die Datei später senden. Nichts geht in den Druck, bevor es geprüft ist.",Pide ahora y envía tu archivo más tarde. Nada entra en imprenta sin haber sido revisado.,Ordina ora e invia il file più tardi. Niente va in stampa prima di essere controllato.,,
flow-browse,pre.brw3,SUBJECTS + PREVIEWS - Browse Abandonment (Klaviyo flow) | PREVIEW browse +3d,,"An odd spec, a tight deadline, or someone else's signature. Our quotation team comes back within 24 hours.","Een afwijkende specificatie, een krappe deadline of iemand die moet goedkeuren. Ons calculatieteam reageert binnen 24 uur.","Une spécification inhabituelle, un délai serré ou une signature à obtenir. Notre équipe devis répond sous 24 heures.","Eine ungewöhnliche Spezifikation, ein knapper Termin oder eine Unterschrift, die noch fehlt. Unser Angebotsteam antwortet innerhalb von 24 Stunden.","Una especificación poco habitual, un plazo ajustado o una firma que falta. Nuestro equipo de presupuestos responde en 24 horas.","Una specifica insolita, una scadenza stretta o una firma che manca. Il nostro team preventivi risponde entro 24 ore.",,
flow-browse,subj.brw1,SUBJECTS + PREVIEWS - Browse Abandonment (Klaviyo flow) | SUBJECT browse +1h,,The print you were looking at,Het drukwerk dat je bekeek,L'impression que vous regardiez,"Das Druckprodukt, das Sie sich angesehen haben",La impresión que estabas viendo,La stampa che stavi guardando,,
flow-browse,subj.brw2,SUBJECTS + PREVIEWS - Browse Abandonment (Klaviyo flow) | SUBJECT browse +24h,,You do not need the finished artwork yet,Je hebt het definitieve ontwerp nog niet nodig,Vous n'avez pas encore besoin du fichier final,Sie brauchen die fertige Druckdatei noch nicht,Todavía no necesitas el diseño definitivo,Non ti serve ancora il file definitivo,,
flow-browse,subj.brw3,SUBJECTS + PREVIEWS - Browse Abandonment (Klaviyo flow) | SUBJECT browse +3d,,Need a price you can forward?,Een prijs nodig die je kunt doorsturen?,Besoin d'un prix que vous pouvez transmettre ?,"Brauchen Sie ein Angebot, das Sie weiterleiten können?",¿Necesitas un precio que puedas reenviar?,Ti serve un prezzo da inoltrare?,,
flow-order,pre.ord1,"SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +1h, both branches",,"Every line exactly as you configured it, and a link straight back into your basket.","Elke regel precies zoals je die had ingesteld, met een link direct terug naar je mandje.","Chaque ligne exactement comme vous l'avez configurée, avec un lien direct vers votre panier.","Jede Position genau so, wie Sie sie konfiguriert haben, mit einem Link direkt zurück in den Warenkorb.","Cada línea exactamente como la configuraste, con un enlace directo a tu cesta.","Ogni riga esattamente come l'hai configurata, con un link diretto al tuo carrello.",,
flow-order,pre.ord2h,SUBJECTS + PREVIEWS - Abandoned Order (Klaviyo flow) | PREVIEW abandoned order +24h high value,,"Someone checks the spec, confirms the delivery date, and can invoice instead of taking a card.","Iemand controleert de specificatie, bevestigt de leverdatum en kan op factuur leveren in plaats van via kaart.","Quelqu'un vérifie la spécification, confirme la date de livraison et peut facturer au lieu de prendre une carte.","Jemand prüft die Spezifikation, bestätigt den Liefertermin und kann auf Rechnung statt per Karte abrechnen.","Alguien revisa la especificación, confirma la fecha de entrega y puede facturar en lugar de cobrar con tarjeta.","Qualcuno controlla la specifica, conferma la data di consegna e può fatturare invece di usare la carta.",,
